portfolio_scope,fit_provenance,fit_end,as_of_month,published_quarter,unemployment_rate,house_price_index,hpi_change_yoy,within_published_window,unemployment_change_3m,unemployment_rate_lag_1,unemployment_change_3m_lag_1,hpi_change_yoy_lag_1,unemployment_rate_lag_3,unemployment_change_3m_lag_3,hpi_change_yoy_lag_3,unemployment_rate_lag_6,unemployment_change_3m_lag_6,hpi_change_yoy_lag_6,scenario
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2026-11-01,,4.661102407952782,,0.030448056748539405,False,0.012571306128857707,4.657032397841403,0.012939673515963257,0.03046118581341482,4.648531101823925,0.013709106543220884,0.030488609348955073,4.634821995280704,0.014949886693314873,0.030532832273288044,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2026-12-01,,4.665056552776805,,0.030435301442655462,False,0.012213425446204518,4.661102407952782,0.012571306128857707,0.030448056748539405,4.6528431273306,0.013318834891418163,0.030474699589256124,4.639524292439182,0.014524292439181963,0.030517663572776823,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2027-01-01,,4.66889813077329,,0.030422909255570025,False,0.011865732931886974,4.665056552776805,0.012213425446204518,0.030435301442655462,4.657032397841403,0.012939673515963257,0.03046118581341482,4.64409272432544,0.014110814027321616,0.030502926695724377,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2027-02-01,,4.672630346501308,,0.030410869849995772,False,0.011527938548526073,4.66889813077329,0.011865732931886974,0.030422909255570025,4.661102407952782,0.012571306128857707,0.030448056748539405,4.648531101823925,0.013709106543220884,0.030488609348955073,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2027-03-01,,4.676256313292354,,0.030399173182927883,False,0.011199760515549606,4.672630346501308,0.011527938548526073,0.030410869849995772,4.665056552776805,0.012213425446204518,0.030435301442655462,4.6528431273306,0.013318834891418163,0.030474699589256124,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2027-04-01,,4.679779055847417,,0.03038780949726639,False,0.010880925074126857,4.676256313292354,0.011199760515549606,0.030399173182927883,4.66889813077329,0.011865732931886974,0.030422909255570025,4.657032397841403,0.012939673515963257,0.03046118581341482,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2027-05-01,,4.683201512760122,,0.03037676931367702,False,0.010571166258813491,4.679779055847417,0.010880925074126857,0.03038780949726639,4.672630346501308,0.011527938548526073,0.030410869849995772,4.661102407952782,0.012571306128857707,0.030448056748539405,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2027-06-01,,4.686526538968036,,0.030366043422683748,False,0.010270225675681921,4.683201512760122,0.010571166258813491,0.03037676931367702,4.676256313292354,0.011199760515549606,0.030399173182927883,4.665056552776805,0.012213425446204518,0.030435301442655462,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2027-07-01,,4.689756908134198,,0.03035562287698645,False,0.00997785228678083,4.686526538968036,0.010270225675681921,0.030366043422683748,4.679779055847417,0.010880925074126857,0.03038780949726639,4.66889813077329,0.011865732931886974,0.030422909255570025,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2027-08-01,,4.692895314960842,,0.030345498983997278,False,0.00969380220072047,4.689756908134198,0.00997785228678083,0.03035562287698645,4.683201512760122,0.010571166258813491,0.03037676931367702,4.672630346501308,0.011527938548526073,0.030410869849995772,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2027-09-01,,4.695944377437262,,0.03033566329858947,False,0.009417838469225615,4.692895314960842,0.00969380220072047,0.030345498983997278,4.686526538968036,0.010270225675681921,0.030366043422683748,4.676256313292354,0.011199760515549606,0.030399173182927883,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2027-10-01,,4.698906639023676,,0.03032610761605265,False,0.00914973088947768,4.695944377437262,0.009417838469225615,0.03033566329858947,4.689756908134198,0.00997785228678083,0.03035562287698645,4.679779055847417,0.010880925074126857,0.03038780949726639,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2027-11-01,,4.701784570772929,,0.03031682396524861,False,0.008889255812086994,4.698906639023676,0.00914973088947768,0.03032610761605265,4.692895314960842,0.00969380220072047,0.030345498983997278,4.683201512760122,0.010571166258813491,0.03037676931367702,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2027-12-01,,4.70458057339179,,0.030307804601961964,False,0.008636195954528247,4.701784570772929,0.008889255812086994,0.03031682396524861,4.695944377437262,0.009417838469225615,0.03033566329858947,4.686526538968036,0.010270225675681921,0.030366043422683748,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2028-01-01,,4.707296979243561,,0.03029904200244012,False,0.008390340219885495,4.70458057339179,0.008636195954528247,0.030307804601961964,4.698906639023676,0.00914973088947768,0.03032610761605265,4.689756908134198,0.00997785228678083,0.03035562287698645,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2028-02-01,,4.709936054293694,,0.03029052885711711,False,0.008151483520764558,4.707296979243561,0.008390340219885495,0.03029904200244012,4.701784570772929,0.008889255812086994,0.03031682396524861,4.692895314960842,0.00969380220072047,0.030345498983997278,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2028-03-01,,4.7124999999999995,,0.030282258064516124,False,0.007919426608209434,4.709936054293694,0.008151483520764558,0.03029052885711711,4.70458057339179,0.008636195954528247,0.030307804601961964,4.695944377437262,0.009417838469225615,0.03033566329858947,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2028-04-01,,4.71499095514906,,0.03027422272532561,False,0.0076939759054983625,4.7124999999999995,0.007919426608209434,0.030282258064516124,4.707296979243561,0.008390340219885495,0.03029904200244012,4.698906639023676,0.00914973088947768,0.03032610761605265,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2028-05-01,,4.717410997640352,,0.030266416136644023,False,0.007474943346657881,4.71499095514906,0.0076939759054983625,0.03027422272532561,4.709936054293694,0.008151483520764558,0.03029052885711711,4.701784570772929,0.008889255812086994,0.03031682396524861,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2028-06-01,,4.719762146219591,,0.030258831786388413,False,0.00726214621959187,4.717410997640352,0.007474943346657881,0.030266416136644023,4.7124999999999995,0.007919426608209434,0.030282258064516124,4.70458057339179,0.008636195954528247,0.030307804601961964,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2028-07-01,,4.72204636216272,,0.03025146334786219,False,0.007055407013660364,4.719762146219591,0.00726214621959187,0.030258831786388413,4.71499095514906,0.0076939759054983625,0.03027422272532561,4.707296979243561,0.008390340219885495,0.03029904200244012,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2028-08-01,,4.724265550911962,,0.030244304674477536,False,0.006854553271610442,4.72204636216272,0.007055407013660364,0.03025146334786219,4.717410997640352,0.007474943346657881,0.030266416136644023,4.709936054293694,0.008151483520764558,0.03029052885711711,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2028-09-01,,4.7264215636652995,,0.03023734979462806,False,0.006659417445708193,4.724265550911962,0.006854553271610442,0.030244304674477536,4.719762146219591,0.00726214621959187,0.030258831786388413,4.7124999999999995,0.007919426608209434,0.030282258064516124,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2028-10-01,,4.728516198920702,,0.03023059290670741,False,0.006469836757982073,4.7264215636652995,0.006659417445708193,0.03023734979462806,4.72204636216272,0.007055407013660364,0.03025146334786219,4.71499095514906,0.0076939759054983625,0.03027422272532561,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2028-11-01,,4.7305512039763915,,0.030224028374269702,False,0.006285653064429297,4.728516198920702,0.006469836757982073,0.03023059290670741,4.724265550911962,0.006854553271610442,0.030244304674477536,4.717410997640352,0.007474943346657881,0.030266416136644023,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2028-12-01,,4.732528276388402,,0.03021765072132773,False,0.006106712723102703,4.7305512039763915,0.006285653064429297,0.030224028374269702,4.7264215636652995,0.006659417445708193,0.03023734979462806,4.719762146219591,0.00726214621959187,0.030258831786388413,baseline
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2019-01-01,2019Q1,4.3,201.0,0.01005025125628145,True,-0.9890165710235532,5.26251369176064,0.0678342072911784,0.0409741572863872,5.289016571023553,0.1203145232618521,0.0610305255420792,5.168702047761701,0.06392753814730678,0.0446066410194316,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2019-02-01,2019Q1,4.3,201.0,0.01005025125628145,True,-1.0168559541058633,4.3,-0.9890165710235532,0.01005025125628145,5.316855954105863,0.16219983368663637,0.0578212674869129,5.154656120419227,0.014263149501918093,0.0587016716635857,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2019-03-01,2019Q1,4.3,201.0,0.01005025125628145,True,-0.9625136917606403,4.3,-1.0168559541058633,0.01005025125628145,5.26251369176064,0.0678342072911784,0.0409741572863872,5.194679484469462,0.02248485315933557,0.0531317086034572,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2019-04-01,2019Q2,5.1,198.0,-0.01980198019801982,True,0.7999999999999998,4.3,-0.9625136917606403,0.01005025125628145,4.3,-0.9890165710235532,0.01005025125628145,5.289016571023553,0.1203145232618521,0.0610305255420792,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2019-05-01,2019Q2,5.1,198.0,-0.01980198019801982,True,0.7999999999999998,5.1,0.7999999999999998,-0.01980198019801982,4.3,-1.0168559541058633,0.01005025125628145,5.316855954105863,0.16219983368663637,0.0578212674869129,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2019-06-01,2019Q2,5.1,198.0,-0.01980198019801982,True,0.7999999999999998,5.1,0.7999999999999998,-0.01980198019801982,4.3,-0.9625136917606403,0.01005025125628145,5.26251369176064,0.0678342072911784,0.0409741572863872,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2019-07-01,2019Q3,5.7,194.0,-0.0490196078431373,True,0.6000000000000005,5.1,0.7999999999999998,-0.01980198019801982,5.1,0.7999999999999998,-0.01980198019801982,4.3,-0.9890165710235532,0.01005025125628145,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2019-08-01,2019Q3,5.7,194.0,-0.0490196078431373,True,0.6000000000000005,5.7,0.6000000000000005,-0.0490196078431373,5.1,0.7999999999999998,-0.01980198019801982,4.3,-1.0168559541058633,0.01005025125628145,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2019-09-01,2019Q3,5.7,194.0,-0.0490196078431373,True,0.6000000000000005,5.7,0.6000000000000005,-0.0490196078431373,5.1,0.7999999999999998,-0.01980198019801982,4.3,-0.9625136917606403,0.01005025125628145,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2019-10-01,2019Q4,6.2,190.0,-0.07317073170731703,True,0.5,5.7,0.6000000000000005,-0.0490196078431373,5.7,0.6000000000000005,-0.0490196078431373,5.1,0.7999999999999998,-0.01980198019801982,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2019-11-01,2019Q4,6.2,190.0,-0.07317073170731703,True,0.5,6.2,0.5,-0.07317073170731703,5.7,0.6000000000000005,-0.0490196078431373,5.1,0.7999999999999998,-0.01980198019801982,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2019-12-01,2019Q4,6.2,190.0,-0.07317073170731703,True,0.5,6.2,0.5,-0.07317073170731703,5.7,0.6000000000000005,-0.0490196078431373,5.1,0.7999999999999998,-0.01980198019801982,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2020-01-01,2020Q1,6.6,185.0,-0.07960199004975121,True,0.39999999999999947,6.2,0.5,-0.07317073170731703,6.2,0.5,-0.07317073170731703,5.7,0.6000000000000005,-0.0490196078431373,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2020-02-01,2020Q1,6.6,185.0,-0.07960199004975121,True,0.39999999999999947,6.6,0.39999999999999947,-0.07960199004975121,6.2,0.5,-0.07317073170731703,5.7,0.6000000000000005,-0.0490196078431373,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2020-03-01,2020Q1,6.6,185.0,-0.07960199004975121,True,0.39999999999999947,6.6,0.39999999999999947,-0.07960199004975121,6.2,0.5,-0.07317073170731703,5.7,0.6000000000000005,-0.0490196078431373,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2020-04-01,2020Q2,6.8,181.0,-0.08585858585858586,True,0.20000000000000018,6.6,0.39999999999999947,-0.07960199004975121,6.6,0.39999999999999947,-0.07960199004975121,6.2,0.5,-0.07317073170731703,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2020-05-01,2020Q2,6.8,181.0,-0.08585858585858586,True,0.20000000000000018,6.8,0.20000000000000018,-0.08585858585858586,6.6,0.39999999999999947,-0.07960199004975121,6.2,0.5,-0.07317073170731703,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2020-06-01,2020Q2,6.8,181.0,-0.08585858585858586,True,0.20000000000000018,6.8,0.20000000000000018,-0.08585858585858586,6.6,0.39999999999999947,-0.07960199004975121,6.2,0.5,-0.07317073170731703,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2020-07-01,2020Q3,7.0,178.0,-0.08247422680412375,True,0.20000000000000018,6.8,0.20000000000000018,-0.08585858585858586,6.8,0.20000000000000018,-0.08585858585858586,6.6,0.39999999999999947,-0.07960199004975121,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2020-08-01,2020Q3,7.0,178.0,-0.08247422680412375,True,0.20000000000000018,7.0,0.20000000000000018,-0.08247422680412375,6.8,0.20000000000000018,-0.08585858585858586,6.6,0.39999999999999947,-0.07960199004975121,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2020-09-01,2020Q3,7.0,178.0,-0.08247422680412375,True,0.20000000000000018,7.0,0.20000000000000018,-0.08247422680412375,6.8,0.20000000000000018,-0.08585858585858586,6.6,0.39999999999999947,-0.07960199004975121,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2020-10-01,2020Q4,7.0,176.0,-0.0736842105263158,True,0.0,7.0,0.20000000000000018,-0.08247422680412375,7.0,0.20000000000000018,-0.08247422680412375,6.8,0.20000000000000018,-0.08585858585858586,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2020-11-01,2020Q4,7.0,176.0,-0.0736842105263158,True,0.0,7.0,0.0,-0.0736842105263158,7.0,0.20000000000000018,-0.08247422680412375,6.8,0.20000000000000018,-0.08585858585858586,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2020-12-01,2020Q4,7.0,176.0,-0.0736842105263158,True,0.0,7.0,0.0,-0.0736842105263158,7.0,0.20000000000000018,-0.08247422680412375,6.8,0.20000000000000018,-0.08585858585858586,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-01-01,2021Q1,6.9,176.0,-0.048648648648648596,True,-0.09999999999999964,7.0,0.0,-0.0736842105263158,7.0,0.0,-0.0736842105263158,7.0,0.20000000000000018,-0.08247422680412375,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-02-01,2021Q1,6.9,176.0,-0.048648648648648596,True,-0.09999999999999964,6.9,-0.09999999999999964,-0.048648648648648596,7.0,0.0,-0.0736842105263158,7.0,0.20000000000000018,-0.08247422680412375,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-03-01,2021Q1,6.9,176.0,-0.048648648648648596,True,-0.09999999999999964,6.9,-0.09999999999999964,-0.048648648648648596,7.0,0.0,-0.0736842105263158,7.0,0.20000000000000018,-0.08247422680412375,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-04-01,2021Q2,6.7,178.0,-0.016574585635359074,True,-0.20000000000000018,6.9,-0.09999999999999964,-0.048648648648648596,6.9,-0.09999999999999964,-0.048648648648648596,7.0,0.0,-0.0736842105263158,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-05-01,2021Q2,6.7,178.0,-0.016574585635359074,True,-0.20000000000000018,6.7,-0.20000000000000018,-0.016574585635359074,6.9,-0.09999999999999964,-0.048648648648648596,7.0,0.0,-0.0736842105263158,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-06-01,2021Q2,6.7,178.0,-0.016574585635359074,True,-0.20000000000000018,6.7,-0.20000000000000018,-0.016574585635359074,6.9,-0.09999999999999964,-0.048648648648648596,7.0,0.0,-0.0736842105263158,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-07-01,2021Q3,6.6,179.0,0.00561797752808979,True,-0.10000000000000053,6.7,-0.20000000000000018,-0.016574585635359074,6.7,-0.20000000000000018,-0.016574585635359074,6.9,-0.09999999999999964,-0.048648648648648596,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-08-01,2021Q3,6.6,179.0,0.00561797752808979,True,-0.10000000000000053,6.6,-0.10000000000000053,0.00561797752808979,6.7,-0.20000000000000018,-0.016574585635359074,6.9,-0.09999999999999964,-0.048648648648648596,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-09-01,2021Q3,6.6,179.0,0.00561797752808979,True,-0.10000000000000053,6.6,-0.10000000000000053,0.00561797752808979,6.7,-0.20000000000000018,-0.016574585635359074,6.9,-0.09999999999999964,-0.048648648648648596,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-10-01,2021Q4,6.4,182.0,0.03409090909090917,True,-0.1999999999999993,6.6,-0.10000000000000053,0.00561797752808979,6.6,-0.10000000000000053,0.00561797752808979,6.7,-0.20000000000000018,-0.016574585635359074,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-11-01,2021Q4,6.4,182.0,0.03409090909090917,True,-0.1999999999999993,6.4,-0.1999999999999993,0.03409090909090917,6.6,-0.10000000000000053,0.00561797752808979,6.7,-0.20000000000000018,-0.016574585635359074,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2021-12-01,2021Q4,6.4,182.0,0.03409090909090917,True,-0.1999999999999993,6.4,-0.1999999999999993,0.03409090909090917,6.6,-0.10000000000000053,0.00561797752808979,6.7,-0.20000000000000018,-0.016574585635359074,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-01-01,2022Q1,6.3,184.0,0.045454545454545414,True,-0.10000000000000053,6.4,-0.1999999999999993,0.03409090909090917,6.4,-0.1999999999999993,0.03409090909090917,6.6,-0.10000000000000053,0.00561797752808979,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-02-01,2022Q1,6.3,184.0,0.045454545454545414,True,-0.10000000000000053,6.3,-0.10000000000000053,0.045454545454545414,6.4,-0.1999999999999993,0.03409090909090917,6.6,-0.10000000000000053,0.00561797752808979,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-03-01,2022Q1,6.3,184.0,0.045454545454545414,True,-0.10000000000000053,6.3,-0.10000000000000053,0.045454545454545414,6.4,-0.1999999999999993,0.03409090909090917,6.6,-0.10000000000000053,0.00561797752808979,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-04-01,,6.257297911730409,,0.04501458454510114,False,-0.04270208826959099,6.3,-0.10000000000000053,0.045454545454545414,6.3,-0.10000000000000053,0.045454545454545414,6.4,-0.1999999999999993,0.03409090909090917,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-05-01,,6.21581146902254,,0.044587148468717044,False,-0.08418853097745949,6.257297911730409,-0.04270208826959099,0.04501458454510114,6.3,-0.10000000000000053,0.045454545454545414,6.4,-0.1999999999999993,0.03409090909090917,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-06-01,,6.175506064807006,,0.04417188066770852,False,-0.12449393519299345,6.21581146902254,-0.08418853097745949,0.044587148468717044,6.3,-0.10000000000000053,0.045454545454545414,6.4,-0.1999999999999993,0.03409090909090917,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-07-01,,6.136348077210509,,0.04376843473489612,False,-0.12094983451989982,6.175506064807006,-0.12449393519299345,0.04417188066770852,6.257297911730409,-0.04270208826959099,0.04501458454510114,6.3,-0.10000000000000053,0.045454545454545414,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-08-01,,6.098304841509215,,0.04337647412464036,False,-0.11750662751332541,6.136348077210509,-0.12094983451989982,0.04376843473489612,6.21581146902254,-0.08418853097745949,0.044587148468717044,6.3,-0.10000000000000053,0.045454545454545414,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-09-01,,6.061344622880572,,0.04299567187210283,False,-0.11416144192643429,6.098304841509215,-0.11750662751332541,0.04337647412464036,6.175506064807006,-0.12449393519299345,0.04417188066770852,6.3,-0.10000000000000053,0.045454545454545414,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-10-01,,6.025436589930825,,0.042625710320499374,False,-0.11091148727968392,6.061344622880572,-0.11416144192643429,0.04299567187210283,6.136348077210509,-0.12094983451989982,0.04376843473489612,6.257297911730409,-0.04270208826959099,0.04501458454510114,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-11-01,,5.990550788976149,,0.042266280856117874,False,-0.1077540525330658,6.025436589930825,-0.11091148727968392,0.042625710320499374,6.098304841509215,-0.11750662751332541,0.04337647412464036,6.21581146902254,-0.08418853097745949,0.044587148468717044,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2022-12-01,,5.956658119055955,,0.04191708365087951,False,-0.10468650382461675,5.990550788976149,-0.1077540525330658,0.042266280856117874,6.061344622880572,-0.11416144192643429,0.04299567187210283,6.175506064807006,-0.12449393519299345,0.04417188066770852,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-01-01,,5.923730307657511,,0.041577827412228874,False,-0.10170628227331413,5.956658119055955,-0.10468650382461675,0.04191708365087951,6.025436589930825,-0.11091148727968392,0.042625710320499374,6.136348077210509,-0.12094983451989982,0.04376843473489612,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-02-01,,5.89173988713164,,0.041248229140144144,False,-0.09881090184450869,5.923730307657511,-0.10170628227331413,0.041577827412228874,5.990550788976149,-0.1077540525330658,0.042266280856117874,6.098304841509215,-0.11750662751332541,0.04337647412464036,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-03-01,,5.860660171779822,,0.0409280138910648,False,-0.09599794727613364,5.89173988713164,-0.09881090184450869,0.041248229140144144,5.956658119055955,-0.10468650382461675,0.04191708365087951,6.061344622880572,-0.11416144192643429,0.04299567187210283,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-04-01,,5.830465235593566,,0.04061691454853975,False,-0.09326507206394474,5.860660171779822,-0.09599794727613364,0.0409280138910648,5.923730307657511,-0.10170628227331413,0.041577827412228874,6.025436589930825,-0.11091148727968392,0.042625710320499374,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-05-01,,5.801129890627525,,0.040314671600404785,False,-0.09060999650411539,5.830465235593566,-0.09326507206394474,0.04061691454853975,5.89173988713164,-0.09881090184450869,0.041248229140144144,5.990550788976149,-0.1077540525330658,0.042266280856117874,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-06-01,,5.772629665988257,,0.04002103292230323,False,-0.0880305057915649,5.801129890627525,-0.09060999650411539,0.040314671600404785,5.860660171779822,-0.09599794727613364,0.0409280138910648,5.956658119055955,-0.10468650382461675,0.04191708365087951,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-07-01,,5.744940787421155,,0.03973575356736945,False,-0.08552444817241156,5.772629665988257,-0.0880305057915649,0.04002103292230323,5.830465235593566,-0.09326507206394474,0.04061691454853975,5.923730307657511,-0.10170628227331413,0.041577827412228874,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-08-01,,5.718040157478491,,0.03945859556189958,False,-0.08308973314903412,5.744940787421155,-0.08552444817241156,0.03973575356736945,5.801129890627525,-0.09060999650411539,0.040314671600404785,5.89173988713164,-0.09881090184450869,0.041248229140144144,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-09-01,,5.691905336252041,,0.03918932770683918,False,-0.08072432973621613,5.718040157478491,-0.08308973314903412,0.03945859556189958,5.772629665988257,-0.0880305057915649,0.04002103292230323,5.860660171779822,-0.09599794727613364,0.0409280138910648,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-10-01,,5.666514522654205,,0.038927725384922084,False,-0.07842626476695003,5.691905336252041,-0.08072432973621613,0.03918932770683918,5.744940787421155,-0.08552444817241156,0.03973575356736945,5.830465235593566,-0.09326507206394474,0.04061691454853975,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-11-01,,5.64184653623203,,0.03867357037329967,False,-0.07619362124646134,5.666514522654205,-0.07842626476695003,0.038927725384922084,5.718040157478491,-0.08308973314903412,0.03945859556189958,5.801129890627525,-0.09060999650411539,0.040314671600404785,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2023-12-01,,5.617880799498943,,0.03842665066150424,False,-0.07402453675309761,5.64184653623203,-0.07619362124646134,0.03867357037329967,5.691905336252041,-0.08072432973621613,0.03918932770683918,5.772629665988257,-0.0880305057915649,0.04002103292230323,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2024-01-01,,5.594597320769472,,0.038186760274594535,False,-0.07191720188473294,5.617880799498943,-0.07402453675309761,0.03842665066150424,5.666514522654205,-0.07842626476695003,0.038927725384922084,5.744940787421155,-0.08552444817241156,0.03973575356736945,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2024-02-01,,5.571976677482619,,0.03795369910133606,False,-0.06986985874941087,5.594597320769472,-0.07191720188473294,0.038186760274594535,5.64184653623203,-0.07619362124646134,0.03867357037329967,5.718040157478491,-0.08308973314903412,0.03945859556189958,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2024-03-01,,5.55,,0.03772727272727271,False,-0.06788079949894321,5.571976677482619,-0.06986985874941087,0.03795369910133606,5.617880799498943,-0.07402453675309761,0.03842665066150424,5.691905336252041,-0.08072432973621613,0.03918932770683918,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2024-04-01,,5.528648955865204,,0.03750729227255057,False,-0.06594836490426736,5.55,-0.06788079949894321,0.03772727272727271,5.594597320769472,-0.07191720188473294,0.038186760274594535,5.666514522654205,-0.07842626476695003,0.038927725384922084,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2024-05-01,,5.50790573451127,,0.03729357423435852,False,-0.06407094297134908,5.528648955865204,-0.06594836490426736,0.03750729227255057,5.571976677482619,-0.06986985874941087,0.03795369910133606,5.64184653623203,-0.07619362124646134,0.03867357037329967,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2024-06-01,,5.4877530324035035,,0.03708594033385426,False,-0.06224696759649628,5.50790573451127,-0.06407094297134908,0.03729357423435852,5.55,-0.06788079949894321,0.03772727272727271,5.617880799498943,-0.07402453675309761,0.03842665066150424,adverse
