portfolio_scope,fit_provenance,fit_end,month,as_of_month,undiscounted_loss,discounted_loss,marginal_pd_dollars,expected_default_exposure,cumulative_discounted_loss,scenario
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,42,2022-06-01,602096.2220857556,507578.660667768,2738657.4117250345,2539857.6519291457,37774017.12295169,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,43,2022-07-01,579735.5790422087,486745.1498158391,2637005.2966186875,2440389.925022558,38260762.27276753,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,44,2022-08-01,558370.8128753568,466905.0940365472,2540028.615855746,2345605.894623852,38727667.36680408,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,45,2022-09-01,537874.2564817081,447941.0743059501,2447135.6523691397,2254932.436668582,39175608.44111003,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,46,2022-10-01,518124.03719227994,429742.2906642761,2357753.7492075735,2167825.6405979516,39605350.73177431,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,47,2022-11-01,499063.0218678194,412253.1384719333,2271609.3841550876,2084017.7136058905,40017603.87024624,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,48,2022-12-01,480688.3630902825,395463.50591803406,2188677.633770467,2003469.9122293144,40413067.37616427,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,49,2023-01-01,463005.6275555283,379370.27417567314,2108972.3020411753,1926178.961365517,40792437.650339946,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,50,2023-02-01,446017.32062792784,363967.81232515833,2032493.8882518504,1852129.0752063408,41156405.4626651,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,51,2023-03-01,429720.0526044798,349245.72533080366,1959216.8227802669,1781280.4290770935,41505651.18799591,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,52,2023-04-01,414104.8361771094,335189.1919544275,1889090.9004966973,1713570.7334161715,41840840.37995034,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,53,2023-05-01,399158.20454977965,321779.9571914473,1822046.395985095,1648920.1469328804,42162620.33714178,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,54,2023-06-01,384863.3778710675,308997.3404411484,1757999.3624909502,1587236.296356997,42471617.67758293,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,55,2023-07-01,371193.234275982,296812.6668184165,1696824.4434553278,1528390.8982582858,42768430.344401345,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,56,2023-08-01,358119.0536538959,285196.3956345274,1638365.7469040058,1472227.4292609114,43053626.74003587,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,57,2023-09-01,345677.8241356163,274171.5258699655,1582811.3206435351,1418896.6411438596,43327798.265905835,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,58,2023-10-01,333811.2964009771,263685.39994204964,1529883.9856305285,1368136.1455294595,43591483.66584788,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,59,2023-11-01,322486.668820083,253706.17968747186,1479428.3048561995,1319792.9677691646,43845189.84553535,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,60,2023-12-01,311678.13044326927,244207.970718271,1431323.1554367885,1273745.5956564955,44089397.816253625,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,61,2024-01-01,301359.4689084554,235164.93833446418,1385445.4926194253,1229871.7717591177,44324562.75458809,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,62,2024-02-01,291505.9691412564,226552.7858845449,1341679.4587725084,1188056.4339091189,44551115.540472634,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,63,2024-03-01,282094.8814899103,218349.08985608243,1299918.692859241,1148193.639124519,44769464.630328715,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,64,2024-04-01,273105.22782941343,210533.1161105833,1260065.4624403282,1110185.7100243676,44979997.7464393,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,65,2024-05-01,264517.4348799832,203085.50750263073,1222028.9365333964,1073941.6553506663,45183083.25394193,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,66,2024-06-01,256313.00751435524,195988.00929235955,1185723.6217379475,1039375.7577999771,45379071.26323429,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,67,2024-07-01,248462.59525829935,189214.36187397622,1151013.7288449819,1006359.31391839,45568285.625108264,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,68,2024-08-01,240960.54757662778,182756.6744256952,1117876.3317098399,974861.6858631099,45751042.29953396,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,69,2024-09-01,233821.07067070247,176622.15329200935,1086374.7204553732,944928.7271002533,45927664.45282597,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,70,2024-10-01,227003.84304829844,170776.836773562,1056324.3777221702,916390.3411811894,46098441.28959953,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,71,2024-11-01,220486.68416045076,165200.87633530097,1027624.0100927167,889149.8807554117,46263642.16593483,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,72,2024-12-01,214251.73675090002,159877.94471965916,1000191.9370641126,863128.4609440678,46423520.11065449,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,73,2025-01-01,208281.12707934104,154791.94232170432,973946.4249067088,838247.7963927777,46578312.05297619,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,74,2025-02-01,202558.52598609653,149928.15054281728,948812.8890929872,814436.3854505836,46728240.20351901,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,75,2025-03-01,197069.52499445376,145273.4835127366,924725.6160092776,791630.9133572499,46873513.687031746,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,76,2025-04-01,191801.44070526905,140816.31362776578,901626.86481525,769775.3967398899,47014330.00065951,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,77,2025-05-01,186742.96268849118,136546.18651703765,879465.2500094102,748819.7266209032,47150876.18717655,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,78,2025-06-01,181883.82618493438,132453.56067217133,858194.2346784748,728718.3256488523,47283329.74784872,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,79,2025-07-01,177210.773681305,128526.86154666047,837750.6357495894,709411.7058915466,47411856.60939538,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,80,2025-08-01,172706.5187632449,124751.77580983615,818064.6800161295,690834.981825235,47536608.38520522,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,81,2025-09-01,168403.1077389914,121149.69721488615,799277.8338384675,673104.6794941613,47657758.0824201,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,82,2025-10-01,164270.28358450663,117697.0189862096,781252.2522099013,656097.828576054,47775455.10140631,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,83,2025-11-01,160294.11804444506,114382.15320788634,763924.7682018839,639756.1109184044,47889837.2546142,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,84,2025-12-01,156465.11997976596,111196.83958618909,747252.0206707248,624038.5410745835,48001034.09420039,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,85,2026-01-01,152773.30209738945,108132.58799440812,731188.3617906463,608902.5504592292,48109166.6821948,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,86,2026-02-01,149209.60882259643,105181.6909521351,715692.4889763715,594309.6099882238,48214348.37314694,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,87,2026-03-01,145766.32147730372,102337.49352425513,700729.3055905228,580226.7533260554,48316685.86667119,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,88,2026-04-01,142436.94834014616,99594.29628739804,686269.4050991728,566626.0793090558,48416280.162958585,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,89,2026-05-01,139215.95711459708,96947.15066478873,672287.8298657951,553483.6525382625,48513227.313623376,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,90,2026-06-01,136098.51436398277,94391.66384817786,658762.8622813519,540778.4464934829,48607618.97747155,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,91,2026-07-01,133071.79699985243,91917.98677262642,645635.5561019161,528458.8429047329,48699536.96424418,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,92,2026-08-01,130139.50907602126,89527.79148677074,632922.7744548834,516535.65228798625,48789064.75573095,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,93,2026-09-01,127321.52635992561,87233.79545629029,620721.9800800073,505087.97626402497,48876298.55118724,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,94,2026-10-01,124595.84811483213,85019.9270383748,608929.4929278594,494026.7510248503,48961318.47822561,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,95,2026-11-01,121953.92216707044,82879.50615136306,597505.5461643976,483316.644003641,49044197.984376974,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,96,2026-12-01,119389.9844058628,80807.84087787906,586423.5852716261,472933.59650978295,49125005.82525485,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,97,2027-01-01,116897.86088400942,78800.03249670405,575654.8809120528,462851.9781680829,49203805.857751556,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,98,2027-02-01,114472.23200885075,76851.82912922326,565174.6569435241,453049.63367515453,49280657.68688078,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,99,2027-03-01,112108.93150760213,74959.81327801835,554963.5852296537,443509.06317633844,49355617.5001588,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,100,2027-04-01,109804.80418189379,73121.29083486674,545007.1489424232,434216.84533260745,49428738.79099367,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,101,2027-05-01,107557.4432381927,71334.10272275665,535294.410585965,425162.5844152317,49500072.893716425,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,102,2027-06-01,105364.94623919301,69596.45324893277,525816.8557801885,416337.93474460323,49569669.34696536,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,103,2027-07-01,103213.75612751894,67898.90430346584,516512.6130412419,407690.7485990978,49637568.25126883,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,104,2027-08-01,101125.22790760224,66255.04014476204,507475.99579781195,399297.4210211932,49703823.29141359,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,105,2027-09-01,99101.94627616358,64665.973041663536,498730.3744767352,391175.480273562,49768489.26445525,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,106,2027-10-01,97130.359189657,63122.305525552634,490208.68648575485,383268.54390535376,49831611.56998081,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,107,2027-11-01,95205.84647378519,61620.56867956192,481888.5544520571,375557.1341865762,49893232.13866037,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,108,2027-12-01,93324.74655921644,60157.9637358371,473752.866205838,368026.23271395976,49953390.102396205,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,109,2028-01-01,91483.23464138214,58731.62880849866,465783.3645150312,360660.04460290977,50012121.7312047,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,110,2028-02-01,89678.25436770442,57339.23631899173,457965.39172652183,353445.83684438845,50069460.967523694,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,111,2028-03-01,87907.67903494285,55979.08525259347,450288.796370671,346374.6274372664,50125440.052776285,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,112,2028-04-01,86170.15255929675,54649.987949227536,442747.2144692061,339440.5589870589,50180090.040725514,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,113,2028-05-01,84464.85907743892,53351.114419323014,435336.9653431252,332639.9734123014,50233441.15514484,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,114,2028-06-01,82791.32020884371,52081.857726253635,428056.06471756106,325970.5947758201,50285523.012871094,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,115,2028-07-01,81147.51281129583,50840.65031234919,420893.764491454,319423.02142287506,50336363.66318344,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,116,2028-08-01,79521.57890029234,49619.81073160317,413796.8385067664,312953.85897757084,50385983.47391505,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,117,2028-09-01,77951.73446398751,48442.898101757404,406948.9939090716,306710.4558271594,50434426.3720168,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,118,2028-10-01,76418.1772887459,47297.178513194114,400254.57882823126,300614.64418378664,50481723.550529994,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,119,2028-11-01,74915.13622929003,46178.769658274825,393686.01065122575,294643.5154742404,50527902.32018827,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,120,2028-12-01,73440.46245913043,45086.073249822744,387232.9933799845,288788.17935531645,50572988.39343809,adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,1,2019-01-01,481273.0097095192,479320.1998831921,1636965.559302844,1636965.559302844,479320.1998831921,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,2,2019-02-01,506043.34068498196,501945.0367335368,1683000.994685038,1680315.2772984821,981265.2366167288,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,3,2019-03-01,464190.3046110881,458562.7154664668,1546326.2955954748,1541335.8687669425,1439827.9520831956,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,4,2019-04-01,671152.7844769558,660325.8462871613,1911841.4519913185,1902489.7563861546,2100153.7983703567,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,5,2019-05-01,735592.3557722026,720789.3030359038,2109472.290692488,2095594.7680066882,2820943.1014062604,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,6,2019-06-01,803081.3437659255,783727.1419647726,2317193.1515812483,2298021.437433445,3604670.243371033,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,7,2019-07-01,1057911.1539389968,1028226.4504653169,2677157.909416104,2650461.313971677,4632896.69383635,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,8,2019-08-01,1200480.7589325493,1162061.2093384508,3056097.690931403,3020443.818971545,5794957.903174801,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,9,2019-09-01,1408627.4998477502,1358013.8159514982,3609328.693653049,3561141.329707672,7152971.719126299,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,10,2019-10-01,1932859.4903772322,1855848.562434398,4418165.414742367,4351764.210332447,9008820.281560697,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,11,2019-11-01,2292815.1006919174,2192529.822119194,5272613.040900884,5184537.414024206,11201350.103679892,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,12,2019-12-01,2701514.422870647,2572870.8789244257,6247234.166552336,6132411.117070116,13774220.982604317,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,13,2020-01-01,3354125.2414491987,3181443.397643708,7521630.893581018,7370741.821046014,16955664.380248025,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,14,2020-02-01,3859071.974360077,3645541.3582814857,8697439.325787354,8508307.564632367,20601205.73852951,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,15,2020-03-01,4381840.825770037,4122588.3679230246,9922500.400809014,9689960.728501149,24723794.106452536,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,16,2020-04-01,5037799.18666794,4720504.9045416685,11185259.102285862,10904133.732370479,29444299.010994203,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,17,2020-05-01,5534586.66563037,5164960.669041452,12341510.107213283,12010270.150598485,34609259.68003566,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,18,2020-06-01,6030575.928306421,5604989.988910385,13502577.43777126,13117040.501330078,40214249.66894604,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,19,2020-07-01,6592012.101679382,6101944.770167752,14606897.24571863,14164677.396668484,46316194.439113796,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,20,2020-08-01,6997625.479816293,6451121.128381016,15564164.558756238,15066036.912819482,52767315.56749481,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,21,2020-09-01,7364101.648004951,6761429.142665344,16438493.339504678,15883790.908551993,59528744.71016015,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,22,2020-10-01,7150394.965783392,6538573.097405262,16630373.376988618,16040114.794244295,66067317.80756541,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,23,2020-11-01,7271629.605910898,6622453.6281489525,16965641.177479383,16333636.493146738,72689771.43571436,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,24,2020-12-01,7359758.677106925,6675518.0744734015,17222309.51821023,16550261.71244458,79365289.51018776,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,25,2021-01-01,6635048.489594555,5993765.229585363,17046611.62432393,16351084.06329655,85359054.73977312,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,26,2021-02-01,6574779.03974164,5915221.530236505,16936676.25265973,16215330.038953656,91274276.27000964,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,27,2021-03-01,6479488.015269853,5805836.054053487,16734516.269025303,15991671.39725549,97080112.32406312,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,28,2021-04-01,5407163.794827534,4825338.977137894,16269445.02122771,15517818.06453733,101905451.30120102,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,29,2021-05-01,5258421.669806415,4673561.222771359,15860950.332608666,15099348.891657053,106579012.52397238,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,30,2021-06-01,5099729.142320317,4514127.929259099,15420001.700520262,14651367.743904145,111093140.45323148,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,31,2021-07-01,4066721.6396772694,3585134.2587702465,14605327.069855483,13850451.569670025,114678274.71200173,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,32,2021-08-01,3893857.2609773786,3418812.079917479,14016799.325692631,13266407.850178938,118097086.7919192,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,33,2021-09-01,3729114.5022809324,3260882.4702867107,13454445.724397877,12709087.631538652,121357969.26220591,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,34,2021-10-01,2896712.361048791,2522719.8544722106,12687241.186453829,11960600.80038712,123880689.11667812,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,35,2021-11-01,2753740.6665401566,2388476.1877842196,12087718.185363386,11372611.991754582,126269165.30446234,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,36,2021-12-01,2618757.3365168674,2262181.048713415,11520712.075076995,10817276.010948427,128531346.35317576,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,37,2022-01-01,2145155.4037186853,1845546.9058820752,10791163.48879789,10111666.492819753,130376893.25905783,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,38,2022-02-01,2027692.1370886175,1737411.0128152736,10222494.136590188,9559164.375773922,132114304.2718731,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,39,2022-03-01,1918878.8173803175,1637503.8384942785,9695163.922264522,9047301.585736528,133751808.11036739,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,40,2022-04-01,1839694.3474878839,1563560.452091774,9274321.107059376,8636528.294212615,135315368.56245917,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,41,2022-05-01,1733806.8869127235,1467587.3236833527,8721762.93375873,8104891.904178097,136782955.88614252,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,42,2022-06-01,1625533.4027900056,1370355.8288418474,8160472.905860631,7567238.3943141205,138153311.71498436,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,43,2022-07-01,1531989.4994885111,1286256.1578104151,7676063.431362009,7102840.958438814,139439567.87279478,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,44,2022-08-01,1444615.478994305,1207975.6149737246,7224999.4814417735,6671046.934848187,140647543.4877685,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,45,2022-09-01,1362390.8515602963,1134597.564985472,6801925.054999655,6266738.302766075,141782141.05275398,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,46,2022-10-01,1284735.578326747,1065585.0157423583,6403710.490129318,5886899.327591336,142847726.06849635,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,47,2022-11-01,1211275.5018258663,1000579.2962038701,6028280.532383901,5529493.555126337,143848305.36470023,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,48,2022-12-01,1141895.554130386,939440.2983369159,5674848.255207877,5193676.760623421,144787745.66303715,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,49,2023-01-01,1076517.334721019,882059.8543999308,5342817.4647803325,4878783.63987557,145669805.51743707,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,50,2023-02-01,1015038.9834932365,828312.0434127213,5031491.061896968,4584060.048691758,146498117.5608498,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,51,2023-03-01,957325.1691176492,778045.4299014534,4740023.905976437,4308621.250033779,147276162.99075124,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,52,2023-04-01,903214.0785260946,731089.2573433788,4467457.699404784,4051485.2445078995,148007252.24809462,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,53,2023-05-01,852527.3522641497,687261.8720828132,4212769.38376409,3811617.926475823,148694514.12017742,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,54,2023-06-01,805078.6638858425,646377.8584565084,3974912.3624384343,3587971.154740055,149340891.97863394,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,55,2023-07-01,760670.1342445237,608245.2756840261,3752805.742854234,3379474.6743750744,149949137.25431797,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,56,2023-08-01,719077.5312493333,572654.0322322028,3545212.656221055,3184925.755045746,150521791.28655016,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,57,2023-09-01,680262.1711467627,539544.3515108234,3351892.3544402136,3004015.2971342057,151061335.638061,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,58,2023-10-01,643973.5130422883,508689.83515365975,3171520.4218662446,2835478.353302996,151570025.47321466,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,59,2023-11-01,610025.1241660104,479917.95856801624,3003106.048682447,2678354.9724800116,152049943.43178266,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,60,2023-12-01,578256.0040902591,453078.7101222102,2845795.477201531,2531814.1823102767,152503022.14190486,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,61,2024-01-01,548513.602829351,428030.90957186086,2698783.6473925635,2395074.980662813,152931053.05147672,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,62,2024-02-01,520656.53039432917,404644.1580503551,2561327.035827807,2267416.995216798,153335697.20952708,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,63,2024-03-01,494554.712222834,382798.7616349391,2432743.833650523,2148179.9827353237,153718495.97116202,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,64,2024-04-01,470088.4257007934,362384.79174087587,2312408.5789149553,2036758.522875387,154080880.7629029,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,65,2024-05-01,447147.0932858221,343300.9790431365,2199745.5997342826,1932595.7573003275,154424181.741946,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,66,2024-06-01,425628.20667559496,325453.7322705125,2094223.1467048554,1835177.8107240347,154749635.47421652,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,67,2024-07-01,405415.7355461905,308740.5555564356,1995247.9861288294,1743941.9844324682,155058376.02977297,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,68,2024-08-01,386444.49090591044,293099.0600676465,1902476.941318554,1658546.0067438607,155351475.08984062,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,69,2024-09-01,368674.91236000526,278487.12136585877,1815697.8940460864,1578766.6229598846,155629962.21120647,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,70,2024-10-01,351991.174165197,264805.82217876625,1734326.6531811182,1504059.04049535,155894768.03338525,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,71,2024-11-01,336310.4064595459,251982.44546762502,1657942.6031190874,1434024.6931568885,156146750.47885287,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,72,2024-12-01,321560.83069036365,239953.64281641314,1586181.4163262523,1368317.112381815,156386704.1216693,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,73,2025-01-01,307674.92600256996,228660.17707635273,1518701.4327673502,1306612.372215638,156615364.29874563,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,74,2025-02-01,294591.058898519,218048.05506008046,1455191.273460555,1248615.389386034,156833412.35380572,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,75,2025-03-01,282253.5310790812,208068.46565841464,1395369.8448900513,1194059.6165396858,157041480.81946415,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,76,2025-04-01,270611.93347656325,198677.2088662678,1338983.0361650193,1142703.9118732463,157240158.02833042,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,77,2025-05-01,259620.36323496015,189834.0372859828,1285799.7779075552,1094328.906196775,157429992.0656164,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,78,2025-06-01,249236.73274897682,181502.07962600465,1235608.5618184884,1048733.8101499176,157611494.1452424,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,79,2025-07-01,239415.93682015114,173642.82275008108,1188180.2491495628,1005704.3921855974,157785136.96799248,severely_adverse
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,80,2025-08-01,230114.2827706598,166219.35072526053,1143309.9961541744,965048.8685040665,157951356.31871775,severely_adverse
