portfolio_scope,fit_provenance,fit_end,origin,destination,feature,coefficient,selected_macro_timing,bic,regularization_c
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD90,DPD90,score_risk,-0.015016066896925,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",23153.68900970848,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD90,DPD90,score_risk_positive,0.0547289132710745,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",23153.68900970848,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD90,DPD90,unemployment_rate_excess_4_8,-0.013688351949992,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",23153.68900970848,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD90,DPD90,unemployment_change_3m,-0.0218599268522535,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",23153.68900970848,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD90,DPD90,hpi_change_yoy,-0.0177503183760697,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",23153.68900970848,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD120,intercept,0.239412980828901,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD120,mob_spline_0,0.0418642569081684,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD120,mob_spline_1,-0.0179712573268574,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD120,mob_spline_2,0.078709169095018,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD120,mob_spline_3,0.0406218782999727,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD120,mob_spline_4,0.0339140007165057,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD120,mob_spline_5,0.055899121294281,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD120,score_risk,0.0289797576951152,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD120,score_risk_positive,0.0275183982587978,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD120,unemployment_rate_excess_4_8,0.0141892998899845,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD120,unemployment_change_3m,-0.0468926522658017,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD120,hpi_change_yoy,0.0081116185215366,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD150,intercept,-0.2046231580254849,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD150,mob_spline_0,-0.3722600560560147,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD150,mob_spline_1,-0.044731631314425,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD150,mob_spline_2,0.0300001666932629,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD150,mob_spline_3,0.0464902044643267,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD150,mob_spline_4,0.0974173722874766,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD150,mob_spline_5,0.042866604020474,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD150,score_risk,0.2118440217963181,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD150,score_risk_positive,-0.0951501561355195,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD150,unemployment_rate_excess_4_8,0.083696136426677,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD150,unemployment_change_3m,0.1045637769570294,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD150,hpi_change_yoy,-0.0139909690397824,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD90,intercept,-0.0347898228034231,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD90,mob_spline_0,0.3303957991478464,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD90,mob_spline_1,0.0627028886412811,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD90,mob_spline_2,-0.108709335788283,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD90,mob_spline_3,-0.0871120827643021,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD90,mob_spline_4,-0.1313313730039799,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD90,mob_spline_5,-0.098765725314755,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD90,score_risk,-0.2408237794914409,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD90,score_risk_positive,0.0676317578767222,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD90,unemployment_rate_excess_4_8,-0.0978854363166662,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD90,unemployment_change_3m,-0.0576711246912308,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD120,DPD90,hpi_change_yoy,0.0058793505182454,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",14750.980056244112,10.0
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,ChargeOff,intercept,-0.0254611121247632,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,ChargeOff,mob_spline_0,0.0006580412888453,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,ChargeOff,mob_spline_1,-0.0007131477342642,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,ChargeOff,mob_spline_2,-0.0262430000934239,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,ChargeOff,mob_spline_3,0.0161059068312918,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,ChargeOff,mob_spline_4,0.0067196769949955,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,ChargeOff,mob_spline_5,0.0041707387414695,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,ChargeOff,score_risk,0.0889165392882374,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,ChargeOff,score_risk_positive,0.0448543587058244,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,ChargeOff,unemployment_rate_excess_4_8,0.0930037832490196,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,ChargeOff,unemployment_change_3m,0.0759065526389264,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,ChargeOff,hpi_change_yoy,-0.0014150656429091,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD120,intercept,-0.3552762490508604,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD120,mob_spline_0,-0.0005398232120281,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD120,mob_spline_1,-0.0063517749312593,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD120,mob_spline_2,-0.001619406405961,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD120,mob_spline_3,0.0048327522902073,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD120,mob_spline_4,-0.0082485744083358,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD120,mob_spline_5,0.0121180883812854,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD120,score_risk,-0.103518783115058,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD120,score_risk_positive,-0.0661503198954556,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD120,unemployment_rate_excess_4_8,-0.1091727332909207,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD120,unemployment_change_3m,-0.0297127796132529,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD120,hpi_change_yoy,0.0019087315349871,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD150,intercept,0.3807373611756244,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD150,mob_spline_0,-0.0001182180768172,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD150,mob_spline_1,0.0070649226655236,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD150,mob_spline_2,0.0278624064993849,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD150,mob_spline_3,-0.0209386591214992,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD150,mob_spline_4,0.0015288974133402,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD150,mob_spline_5,-0.0162888271227549,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD150,score_risk,0.0146022438268205,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD150,score_risk_positive,0.0212959611896311,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD150,unemployment_rate_excess_4_8,0.0161689500419011,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD150,unemployment_change_3m,-0.0461937730256735,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
"Local synthetic portfolio (25,000 loans)",production_full_history,full_available_history,DPD150,DPD150,hpi_change_yoy,-0.0004936658920779,"unemployment_rate,unemployment_change_3m,hpi_change_yoy",8444.125257059703,0.002
